wavenumber,Intensity
410.7434658260538,0.0
412.4217936572749,0.0
414.09988948533805,0.0
415.7777533583427,0.0
417.4553853243841,0.0
419.1327854315358,0.0
420.8099537278669,0.0
422.4868902614207,0.0
424.16359508023595,0.0
425.8400682323341,0.0
427.51630976573233,0.0
429.1923197284131,0.0
430.86809816837626,0.0
432.54364513357814,0.0
434.21896067198827,0.0
435.8940448315413,0.0
437.56889766017207,0.0
439.2435192057936,0.0
440.9179095163189,0.00398204113017411
442.59206863962646,0.0
444.2659966236032,0.0
445.9396935161059,0.0
447.6131593649955,0.0
449.2863942181027,0.0
450.9593981232539,0.0
452.6321711282623,0.0
454.3047132809239,0.0009011565740906607
455.977024629026,0.00020163597156444159
457.64910522033426,0.0
459.32095510261854,0.00021733664870362786
460.9925743236142,0.0
462.6639629310607,0.0
464.33512097267175,0.0013457847419594195
466.00604849615644,0.0
467.67674554920677,0.0
469.3472121795059,0.0
471.0174484347154,0.0017832077832299383
472.68745436249236,0.00016934787243189618
474.3572300104767,0.0
476.0267754262953,0.0
477.69667695896857,0.0
479.36576197245023,0.0004418300486024045
481.03461689659457,0.0
482.70324177895895,0.0008221393752894155
484.37163666711393,0.004060429450340647
486.03980160860823,0.0034819353315265894
487.7077366509776,0.0
489.3754418417405,0.0013121402048741244
491.0429172284066,0.00018267613967868488
492.7101628584771,0.0
494.37717877942686,0.0
496.0439650387311,0.0
497.710521683843,0.0
499.37684876221607,0.0
501.0429463212689,0.0009342139516558382
502.70881440842453,7.374268798663111e-06
504.37445307108425,0.003938820019863327
506.03986235664945,0.0011899087318219081
507.7050423124866,0.0
509.36999298596686,0.004197631937323451
511.03471442443936,0.0
512.6992066752491,0.0
514.363469785715,0.0
516.0275038031602,0.0021298980103197276
517.6913087748735,0.00010361532926183789
519.354884748152,0.0034693537967077017
521.0182317702582,0.00871366768275155
522.6813498884677,0.003833320509671641
524.344239150017,0.0
526.006899602147,0.0017952069461656538
527.6693312920811,0.0036226021787735753
529.3315342670213,0.005059299586617446
530.9935085741737,0.005095748934134922
532.6552542607096,0.0
534.3167713738137,0.0
535.9780599606271,0.0
537.6391200683081,0.0
539.2999517439762,0.0
540.9605550347638,0.0
542.6209299877602,0.0
544.2810766500714,0.0
545.9409950687696,0.0
547.6006852909218,0.0
549.2601473635825,0.0
550.9193813337974,0.0
552.5783872485863,0.0
554.2371651549687,0.0023651587820625636
555.8957150999383,0.005188126962162135
557.5540371304975,0.0015808690653698334
559.2121312936139,0.0
560.8699976362551,0.0
562.5276362053672,0.0
564.1850470478873,0.0
565.8422302107398,0.0
567.4991857408402,0.0
569.1559136850868,0.0024678854074527356
570.8124140903561,0.0
572.4686870035379,0.0
574.1247324714737,0.0014655609521459247
575.7805505410274,0.0
577.436141259019,0.0014144961236048895
579.0915046722818,0.00017127838855740844
580.7466408276141,0.0016275580878910296
582.4015497718233,0.0
584.0562315516775,0.002401670618004085
585.7106862139577,0.0
587.3649138054193,0.002405531154686068
589.0189143728086,0.0017823334810590737
590.672687962846,0.0021471233540163275
592.326234622265,0.0
593.97955439776,0.0
595.6326473360342,0.0004196083312334458
597.2855134837602,0.005817863793746655
598.9381528876065,0.00017228262385522974
600.5905655942283,0.0
602.2427516502682,0.00171840482766369
603.8947111023599,0.0
605.5464439971066,0.0
607.1979503811291,0.0
608.8492303010004,0.0
610.500283803315,0.0
612.1511109346244,0.004131902377366721
613.8017117414885,8.832165778542771e-05
615.4520862704455,0.0
617.1022345680252,0.0
618.7521566807311,0.0
620.4018526550798,0.0
622.0513225375446,0.0
623.7005663746161,0.0
625.3495842127458,0.0
626.9983760983896,0.0
628.6469420779816,0.0013430868072245208
630.295282197952,0.0
631.9433965047086,0.0017069986342040252
633.5912850446513,0.00038059106165917733
635.238947864175,0.0006077584874502769
636.8863850096402,0.002161097564510726
638.5335965274162,0.001041238108972975
640.1805824638503,0.0007583710126714179
641.8273428652772,0.0
643.4738777780225,0.0
645.120187248399,0.0011247352280232769
646.7662713226978,0.0017731088785819806
648.4121300472101,0.0
650.0577634682052,0.0
651.7031716319439,0.0010767361711034565
653.3483545846739,0.0009866583633108606
654.9933123726343,0.0
656.6380450420337,0.0
658.2825526390982,0.0
659.9268352100105,0.002147973068603254
661.5708928009618,0.0018255945243729286
663.2147254581221,0.0017783133166401146
664.858333227652,0.0
666.5017161556998,0.0005163102403116248
668.1448742883872,0.003358349366742117
669.7883847076644,0.0005373771116221141
671.4310933090845,0.0
673.0735772534887,0.0
674.715836586964,0.0038065714476637684
676.3578713555804,0.002179508390734894
677.9996816053991,0.0
679.6412673824599,0.0
681.282628732802,0.004372873071351954
682.9237657024391,0.0
684.5646783373805,0.0005555470304219985
686.2053666836223,0.0005388625193996964
687.8458307871477,0.0
689.4860706939226,0.002654113254584293
691.1260864499083,0.0026866040215391945
692.7658781010447,0.0
694.4054456932718,0.0006165336337698051
696.0447892724987,0.0
697.6839088846439,0.0
699.3228045755907,0.0
700.9614763912267,0.0042855284511284855
702.5999243774227,0.0
704.2381485800357,0.0
705.876149044906,0.0
707.513925817865,0.0
709.1514789447353,0.0
710.7888084713225,0.005669149978364019
712.4259144434229,0.004606286399116813
714.062796906812,0.0
715.6994559072688,0.004365925361464022
717.335891490538,0.01266105591963068
718.9721037023775,0.017867511404303076
720.6080925885057,0.0330480311599294
722.2438581946542,0.05368422395944526
723.8794005665159,0.07557070494893076
725.5147197498006,0.09715333251929512
727.1498157901792,0.10884694704746901
728.7846887333227,0.10612317260668049
730.4193386248933,0.09026613005716919
732.0537655105315,0.0697109246988276
733.6879694358652,0.04111567095070468
735.3219504465216,0.013568877212889513
736.9557085881066,0.0
738.589243906209,0.0
740.2225564464215,0.0
741.8556462543023,0.0
743.4885133754138,0.0
745.1211578553014,0.0
746.7535797395013,0.0
748.3857790735243,0.0
750.0177559028892,0.0
751.6495102730808,0.0
753.281042229592,0.0
754.9123518178812,0.0
756.5434390834199,0.0
758.174304071645,0.0
759.8049468279929,0.0
761.4353673978791,0.0
763.0655658267269,0.0
764.6955421599126,0.0
766.3252964428382,0.0
767.9548287208622,0.0
769.5841390393523,0.0
771.2132274436452,0.0
772.8420939790868,0.0
774.4707386909965,0.0
776.0991616246769,0.0
777.7273628254344,0.0
779.3553423385454,0.0
780.9831002092903,0.0
782.6106364829197,0.0
784.2379512046967,0.0
785.8650444198413,0.0
